country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source
Austria,AUT,Europe,8978929,cases,0,2020-01,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-02,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-03,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-04,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-05,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-06,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-07,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2020-08,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,12,2020-09,0.0,12,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,115,2020-10,1.4144226,127,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,874,2020-11,11.014677,1001,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3046,2020-12,43.65777,4047,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,5098,2020-13,90.70124,9145,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3114,2020-14,91.45857,12259,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1838,2020-15,55.151344,14097,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,686,2020-16,28.110256,14783,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,450,2020-17,12.651843,15233,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,309,2020-18,8.453124,15542,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,260,2020-19,6.3370585,15802,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,324,2020-20,6.5041165,16126,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,264,2020-21,6.548665,16390,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,195,2020-22,5.111968,16585,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,228,2020-23,4.7110295,16813,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,172,2020-24,4.4548745,16985,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,248,2020-25,4.677618,17233,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,334,2020-26,6.481842,17567,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,640,2020-27,10.847619,18207,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,597,2020-28,13.776699,18804,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,784,2020-29,15.380453,19588,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,872,2020-30,18.44318,20460,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,792,2020-31,18.532276,21252,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,721,2020-32,16.850561,21973,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1461,2020-33,24.30134,23434,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1908,2020-34,37.52118,25342,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1943,2020-35,42.8893,27285,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2263,2020-36,46.843002,29548,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3995,2020-37,69.69651,33543,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,5215,2020-38,102.57348,38758,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,4661,2020-39,109.990845,43419,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,5602,2020-40,114.300934,49021,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,7487,2020-41,145.77463,56508,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,9898,2020-42,193.61998,66406,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,18262,2020-43,313.62314,84668,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,31613,2020-44,555.46716,116281,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,44772,2020-45,850.7139,161053,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,47837,2020-46,1031.4037,208890,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,40699,2020-47,986.0419,249589,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,31142,2020-48,800.10657,280731,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,23070,2020-49,603.7691,303801,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,18693,2020-50,465.12228,322494,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14841,2020-51,373.4744,337335,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,13415,2020-52,314.69232,350750,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14916,2020-53,315.52762,365666,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14636,2021-01,329.1261,380302,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,10948,2021-02,284.93375,391250,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,10156,2021-03,235.03917,401406,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,9513,2021-04,219.05731,410919,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,9115,2021-05,207.4635,420034,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,9458,2021-06,206.85095,429492,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,11627,2021-07,234.82756,441119,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14178,2021-08,287.39508,455297,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,16313,2021-09,339.58392,471610,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,18218,2021-10,384.57816,489828,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,21074,2021-11,437.6023,510902,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,22296,2021-12,483.01974,533198,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,20779,2021-13,479.73428,553977,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,17589,2021-14,427.31155,571566,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,16809,2021-15,383.09692,588375,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,15046,2021-16,354.77505,603421,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,12529,2021-17,307.1079,615950,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,9016,2021-18,239.95067,624966,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,5736,2021-19,164.29576,630702,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,4152,2021-20,110.12449,634854,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3155,2021-21,81.37942,638009,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2423,2021-22,62.123222,640432,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1686,2021-23,45.762695,642118,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1002,2021-24,29.936756,643120,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,681,2021-25,18.743883,643801,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,632,2021-26,14.623125,644433,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1088,2021-27,19.15596,645521,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2197,2021-28,36.585655,647718,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2529,2021-29,52.63434,650247,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3261,2021-30,64.48431,653508,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3662,2021-31,77.10274,657170,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,5903,2021-32,106.52718,663073,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,8066,2021-33,155.57535,671139,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,9437,2021-34,194.93416,680576,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,11273,2021-35,230.65112,691849,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14084,2021-36,282.4056,705933,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,13761,2021-37,310.11493,719694,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,11753,2021-38,284.15414,731447,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,12600,2021-39,271.22388,744047,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,12771,2021-40,282.56155,756818,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,15338,2021-41,313.05515,772156,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,23830,2021-42,436.22128,795986,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,34557,2021-43,650.26685,830543,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,56412,2021-44,1013.1387,886955,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,78621,2021-45,1503.8876,965576,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,97085,2021-46,1956.8704,1062661,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,82539,2021-47,2000.5059,1145200,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,50813,2021-48,1485.166,1196013,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,29146,2021-49,890.51825,1225159,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,18844,2021-50,534.4736,1244003,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14605,2021-51,372.52774,1258608,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,23029,2021-52,419.13684,1281637,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,62194,2022-01,949.1444,1343831,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,110554,2022-02,1923.9265,1454385,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,175980,2022-03,3191.1824,1630365,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,227274,2022-04,4491.1147,1857639,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,231847,2022-05,5113.316,2089486,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,216386,2022-06,4992.054,2305872,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,195511,2022-07,4587.3735,2501383,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,185349,2022-08,4241.7085,2686732,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,217009,2022-09,4481.1357,2903741,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,299203,2022-10,5749.149,3202944,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,315892,2022-11,6850.4272,3518836,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,248044,2022-12,6280.66,3766880,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,151681,2022-13,4451.8115,3918561,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,96521,2022-14,2764.2717,4015082,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,63286,2022-15,1779.8003,4078368,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,48996,2022-16,1250.5055,4127364,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,40350,2022-17,995.063,4167714,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,36971,2022-18,861.13837,4204685,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,29760,2022-19,743.19556,4234445,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,20282,2022-20,557.327,4254727,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,15294,2022-21,396.21652,4270021,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,19505,2022-22,387.56293,4289526,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,25414,2022-23,500.27124,4314940,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,40803,2022-24,737.471,4355743,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,60223,2022-25,1125.1454,4415966,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,71280,2022-26,1464.5734,4487246,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,73764,2022-27,1615.382,4561010,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,83410,2022-28,1750.4761,4644420,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,79546,2022-29,1814.8712,4723966,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,54660,2022-30,1494.6771,4778626,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,42903,2022-31,1086.5773,4821529,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,38602,2022-32,907.7363,4860131,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,37657,2022-33,849.31067,4897788,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,33704,2022-34,794.7607,4931492,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,29627,2022-35,705.3291,4961119,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,28960,2022-36,652.4943,4990079,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,36219,2022-37,725.91064,5026298,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,52258,2022-38,985.38477,5078556,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,83434,2022-39,1511.227,5161990,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,97846,2022-40,2018.949,5259836,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,86396,2022-41,2051.9373,5346232,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,58624,2022-42,1615.1146,5404856,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,37085,2022-43,1065.929,5441941,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,29394,2022-44,740.389,5471335,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,24783,2022-45,603.37933,5496118,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,27034,2022-46,577.0956,5523152,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,30238,2022-47,637.8489,5553390,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,33270,2022-48,707.3004,5586660,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,33258,2022-49,740.9347,5619918,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,34730,2022-50,757.195,5654648,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,32948,2022-51,753.74243,5687596,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,24803,2022-52,643.1836,5712399,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,18797,2023-01,485.5813,5731196,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,14951,2023-02,375.85776,5746147,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,13848,2023-03,320.7398,5759995,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,19928,2023-04,376.1696,5779923,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,26725,2023-05,519.5831,5806648,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,28849,2023-06,618.938,5835497,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,34144,2023-07,701.56476,5869641,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,38954,2023-08,814.106,5908595,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,37924,2023-09,856.2046,5946519,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,33257,2023-10,792.75604,5979776,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,27076,2023-11,671.9398,6006852,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,21252,2023-12,538.2379,6028104,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,13065,2023-13,382.1948,6041169,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,8979,2023-14,245.50812,6050148,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,7160,2023-15,179.74304,6057308,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,6588,2023-16,153.11403,6063896,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,5175,2023-17,131.00671,6069071,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,3629,2023-18,98.05178,6072700,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2825,2023-19,71.879395,6075525,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2219,2023-20,56.175964,6077744,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,2117,2023-21,48.290836,6079861,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1412,2023-22,39.303127,6081273,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,1087,2023-23,27.831827,6082360,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,970,2023-24,22.909191,6083330,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,825,2023-25,19.99125,6084155,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-26,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-27,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-28,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-29,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-30,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-31,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-32,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-33,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-34,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-35,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-36,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-37,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-38,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-39,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-40,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-41,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-42,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-43,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-44,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-45,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-46,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,cases,0,2023-47,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-01,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-02,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-03,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-04,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-05,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-06,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-07,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-08,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-09,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,0,2020-10,0.0,0,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,2,2020-11,0.22274372,2,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,30,2020-12,3.5638995,32,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,101,2020-13,14.589713,133,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,126,2020-14,25.281412,259,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,150,2020-15,30.738632,409,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,120,2020-16,30.070402,529,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,78,2020-17,22.051628,607,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,51,2020-18,14.36697,658,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,32,2020-19,9.243864,690,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,15,2020-20,5.2344775,705,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,17,2020-21,3.5638995,722,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,15,2020-22,3.5638995,737,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,15,2020-23,3.3411558,752,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,15,2020-24,3.3411558,767,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,17,2020-25,3.5638995,784,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,17,2020-26,3.7866433,801,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,9,2020-27,2.8956683,810,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,7,2020-28,1.7819498,817,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,10,2020-29,1.8933216,827,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,8,2020-30,2.0046935,835,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,17,2020-31,2.7842965,852,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,12,2020-32,3.2297838,864,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,10,2020-33,2.4501808,874,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,13,2020-34,2.5615528,887,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,6,2020-35,2.1160653,893,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,16,2020-36,2.4501808,909,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,15,2020-37,3.4525275,924,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,24,2020-38,4.3435025,948,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,34,2020-39,6.4595675,982,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,40,2020-40,8.241517,1022,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,71,2020-41,12.362276,1093,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,65,2020-42,15.146573,1158,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,126,2020-43,21.272024,1284,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,261,2020-44,43.10091,1545,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,397,2020-45,73.282684,1942,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,623,2020-46,113.5993,2565,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,766,2020-47,154.69551,3331,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,858,2020-48,180.86789,4189,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,921,2020-49,198.13054,5110,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,849,2020-50,197.12819,5959,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,704,2020-51,172.9605,6663,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,615,2020-52,146.89948,7278,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,517,2020-53,126.072945,7795,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,436,2021-01,106.13738,8231,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,450,2021-02,98.67547,8681,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,400,2021-03,94.66608,9081,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,369,2021-04,85.64496,9450,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,298,2021-05,74.28503,9748,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,253,2021-06,61.365894,10001,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,218,2021-07,52.456146,10219,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,224,2021-08,49.22636,10443,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,190,2021-09,46.10795,10633,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,214,2021-10,44.994232,10847,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,246,2021-11,51.231056,11093,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,216,2021-12,51.453796,11309,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,271,2021-13,54.238094,11580,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,251,2021-14,58.13611,11831,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,245,2021-15,55.24044,12076,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,200,2021-16,49.56048,12276,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,194,2021-17,43.880512,12470,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,157,2021-18,39.091522,12627,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,105,2021-19,29.179426,12732,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,73,2021-20,19.82419,12805,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,72,2021-21,16.14892,12877,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,48,2021-22,13.364623,12925,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,37,2021-23,9.466608,12962,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,33,2021-24,7.79603,12995,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,19,2021-25,5.7913365,13014,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,24,2021-26,4.78899,13038,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,12,2021-27,4.009387,13050,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,14,2021-28,2.8956683,13064,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,16,2021-29,3.3411558,13080,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,15,2021-30,3.4525275,13095,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,19,2021-31,3.7866433,13114,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,16,2021-32,3.898015,13130,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,13,2021-33,3.2297838,13143,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,34,2021-34,5.2344775,13177,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,44,2021-35,8.687005,13221,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,51,2021-36,10.580326,13272,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,86,2021-37,15.257944,13358,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,73,2021-38,17.708126,13431,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,80,2021-39,17.039894,13511,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,73,2021-40,17.039894,13584,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,106,2021-41,19.935562,13690,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,112,2021-42,24.279064,13802,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,141,2021-43,28.17708,13943,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,208,2021-44,38.86878,14151,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,334,2021-45,60.36355,14485,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,395,2021-46,81.19009,14880,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,481,2021-47,97.561745,15361,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,480,2021-48,107.02836,15841,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,406,2021-49,98.67547,16247,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,281,2021-50,76.51247,16528,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,172,2021-51,50.45145,16700,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,128,2021-52,33.411556,16828,TESSy COVID-19
Austria,AUT,Europe,8978929,deaths,91,2022-01,24.390436,16919,TESSy COVID-19
